"cat","type","name","book","page","desc","sum","cost"
"Gear","Vehicles","Ground Car","SW","169",,"A small economical ground vehicle used for intra habitat travel over roads.","Expensive"
"Gear","Vehicles","Martian Rover","SW","169",,"Large 8 wheeled vehicle has cramped living quarters for 6. Also features fabber, mobile lab, drone launching rack and 2 person airlock.","Expensive"
"Gear","Vehicles","Martian Trike","SW","169",,"A three wheeled motorcycle built for rugged Martian outback.","Moderate"
"Gear","Vehicles","Passenger Airship","SW","169",,"A massive transport that is buoyant in the Venusians atmosphere can carry up to 100 passengers and 20 tons of cargo.","Expensive"
"Gear","Vehicles","Passenger Balloon","SW","169",," An unpowered aircraft buoyant in the Venusians atmosphere. Primarily used by tourists and the wealthy.","High"
"Gear","Vehicles","Siftrunner","SW","169",,"A mobile habitat with quarters for 6, built to withstand the extreme temperatures and radiation on Mercury's surface.","Expensive"
"Gear","Vehicles","Venusan Hauler","SW","169",,"A tracked cargo hauler designed to transport Q-morphs and equipment on the Venusians surface it has no passenger compartments.","Expensive"
"Gear","Vehicles","Black Wing","GC",163,,"A backpack made of smart fabric. When activated, it forms into a rigid wing with a span of 8 meters in 1 Action Turn.","Moderate"
"Gear","Vehicles","Crasher Truck","GC",163,,"A less expensive version of the GEV (EP 348), except it has no rockets for space flight.","High"
"Gear","Vehicles","Go Cycle","GC",163,,"a more robust version of a common cycle, designed for extended use on uneven terrain at speeds of at least 40 kph","Moderate"
"Gear","Vehicles","Inflatable Boat","GC","164",,"When inflated (which takes 1 minute), it is 4 meters long, 2 meters wide, and half a meter deep. Can hold 750 kg of passengers and cargo.","Moderate"
"Gear","Vehicles","Large Jet","GC","164",,"A jet the size of a small 20th-century commercial airliner. Carries 150 passengers at 1,100 kph up to 40,000 km","Expensive+++"
"Gear","Vehicles","Mobile Base","GC","164",,"A mobile, self unpacking, headquarters 25m to a side for 12 morphs. It includes a lab, beds, and several high quality makers. 2hrs to un/pack.","Expensive"
"Gear","Vehicles","Mobility Frame","GC","164",,"A light partial exoskeleton. +4 meters per turn walking and +12 meters per turn running. Adds +20 to any roll to avoid tripping, falling, or losing balance.","Low"
"Gear","Vehicles","Powersuit","GC","164",,"a sealed exoskeleton gives +10 to strength tests, doubles jumping distance, and +3 DV on unarmed attacks. Has food and air for 48hrs, radio booster and specs.","High"
"Gear","Vehicles","Flux Car","PO","158",,"A Blackmarket stealth vehicle used for countersurveillance and tracking.","Expensive+"
"Gear","Vehicles","Flying Flux Car","PO","158",,"A Blackmarket stealth vehicle that flies it is used for countersurveillance and tracking.","Expensive++"
"Gear","Vehicles","Flux Cycle","PO","158",,"A Blackmarket stealth enclosed cycle used for countersurveillance and tracking.","Expensive"
"Gear","Vehicles","Lifeboat","PO","158",,"A habitat lifeboat that can cary 100 people with food and water for 8 days.","Expensive"
"Gear","Vehicles","Neo-Cetacean Walker","PO","158",,"This exoskeleton is designed for neo-cetaceans to move about in non-aquatic environments. It includes a set of arms for manipulating objects.","Moderate"
"Gear","Robots","Automech","EP","345",,"The ubiquitous repair drone. Each model is configured for a particular type of work with tools and AI skills. May be wheeled or vector thrust.","Moderate"
"Gear","Robots","Creepy","EP","345",,"Small crawler bot available in a variety of forms, often used as a tiny household servitor.","Low"
"Gear","Robots","Dr. Bot","EP","345",,"A wheeled medical robot carries a healing vat. Pharmaceutical maker, medical gear and surgical arms.","High"
"Gear","Robots","Dwarf","EP","345",,"Large quadruped bots can be equipped with a variety of modular heavy industrial tools. Older models like to whistle.","Expensive"
"Gear","Robots","Gnat","EP","345",,"Tiny rotorcraft surveillance drone.","Low"
"Gear","Robots","Guardian Angel","EP","345",,"Tiny but fast and tough flying tactical surveillance drone that can deliver an incapacitating shock.","Moderate"
"Gear","Robots","Saucer","EP","345",,"Propelled by an ionic drive these drones can be used for monitoring a location or scouting.","Low"
"Gear","Robots","Servitor","EP","346",,"A common anthroform drone used as household servants, cooks, janitors, and personal aids.","Low"
"Gear","Robots","Speck","EP","346",,"miniscule spy drones about the size of a fruit fly. They are difficult to notice, -30 Perception, and indistinguishable from an insect.","Low"
"Gear","Robots","Scorcher","SW","170",,"3m long tank like quadruped used for mining operations on Mercury. They have 2 manipulator arms and 4 additional sockets for tools","High"
"Gear","Robots","Explorenaut","GC",160,,"Dog-sized wheeled bots that are tethered back through the gate. Equipped with audio, visual, chemical, and radio sensors.","Moderate"
"Gear","Robots","Manipulator Cuff","GC",160,,"Designed to be worn as a forearm cuff on the outside of a vacsuit. It carries a utilitool and a mobile lab. Can detatch and move on its own.","Moderate"
"Gear","Robots","Recon Flyer","GC",161,,"Micro-sized recon flyers with gas balloons and turbofans. Equipped with image recognition software. Useful for finding hidden items.","Trivial"
"Gear","Robots","Recon Flyer Swarm","GC",161,,"50 Micro-sized recon flyers with gas balloons and turbofans. Equipped with image recognition software. Useful for finding hidden items.","Moderate"
"Gear","Robots","Recon Hopper","GC",161,,"Mini-sized hopper bots for exploring surface terrain. Useful in no atmosphere. Equipped with image recognition software to find hidden objects.","Low"
"Gear","Robots","Recon Hopper Swarm","GC",161,,"50 Mini-sized hopper bots for exploring surface terrain. Useful in no atmosphere. Equipped with image recognition software to find hidden objects.","Moderate"
"Gear","Robots","Recon Snake","GC","162",,"Meter-long synthetic snake. Ideal for exploring cracks, holes, etc. Equipped with image recognition software to find hidden objects.","Moderate"
"Gear","Robots","Retriever","GC","162",,"Small car-sized search-and-rescue robots. Equipped with integrated healing vat, shovels, firefighting and paramedic kits.","Expensive"
"Gear","Robots","Robomule","GC","162",,"Human-sized 6 legged simple drones designed to carry up to 250 kg of cargo over rough terrain. Also features a maker providing food for 4 biomorphs.","Low"
"Gear","Robots","Sentry Bot","GC",162,,"Robot sentries usually have a laser pulser, agonizer, shredder, and seeker rifle. Beam Weapons, Fray, Perception, Seeker Weapons, and Spray Weapons all at 40.","Expensive"
"Gear","Robots","Sky Mote","GC","163",,"Mini-sized aerostats designed to keep position over an area and act as a relay point for a mote mesh","Trivial"
"Gear","Robots","Sky Mote Swarm","GC","163",,"50 mini-sized aerostats designed to keep position over an area and act as a relay point for a mote mesh","Moderate"
"Gear","Robots","Thumper","GC","163",,"Seismic sensor motes and a weight to be ""thumped"" on the ground. AI has Academics: Geology 60 and Profession: Seismic Surveys 60. Satellite scans apply a +30.","Moderate"
"Gear","Robots","Zephyr","GC","163",,"Medium-sized winged flyers, capable of reconnoitering over long distances quickly. Essentially small planes launched by throwing them.","Low"
"Gear","Robots","Bughunter","PO","157",,"Flying Drones that eliminate all sensors in an area.","Moderate"
"Gear","Robots","Caretaker","PO","157",,"A bot designed to care for smart animals.","Moderate"
"Gear","Robots","Hab Repair Bots","PO","157",,"Crab like and standardized repair bots can be found anywhere transhumanity has spread.","Moderate"
"Gear","Robots","Harvester Drones","PO","158",,"A drone with 6 to 8 arms and a small plasma thruster to provide mobility. ","Moderate"
"Gear","Robots","Skimmers","PO","158",,"Drones that mine the antmospheres of gas giants for needed elements, usually H3.","Expensive"
"Gear","Robots","Spider Hand","PO","158",,"A small robotic hand commonly used by uplifts who need a human hand design/strength to handle a task. ","Moderate"
"Gear","Robots","Stealth Drone","PO","158",,"A small plane used to observe targets from overhead.","Expensive"
"Gear","Alien Relics","Dream Shells","GC",164,,"Iktomi-made devices which look vaguely like scallop shells 8 cm across.","Expensive"
"Gear","Alien Relics","Fixor","GC",165,,"Small orange ovoids which, if pinched, remain perfectly stationary. Each fixor can support up to 2,300 kg without moving a fraction of a millimeter until pinched again.","Expensive"
"Gear","Alien Relics","Scour Rings","GC",165,,"A ring with a 26 cm hole. When shaken, a field appears in the hole and any object passing through the field will disintigrate to atoms.","Expensive"
